	elf	EIN	tax_pd	subseccd	s501c3or4947a1cd	schdbind	politicalactvtscd	lbbyingactvtscd	subjto6033cd	dnradvisedfundscd	prptyintrcvdcd	maintwrkofartcd	crcounselingqstncd	hldassetsintermpermcd	rptlndbldgeqptcd	rptinvstothsecd	rptinvstprgrelcd	rptothasstcd	rptothliabcd	sepcnsldtfinstmtcd	sepindaudfinstmtcd	inclinfinstmtcd	operateschools170cd	frgnofficecd	frgnrevexpnscd	frgngrntscd	frgnaggragrntscd	rptprofndrsngfeescd	rptincfnndrsngcd	rptincgamingcd	operatehosptlcd	hospaudfinstmtcd	rptgrntstogovtcd	rptgrntstoindvcd	rptyestocompnstncd	txexmptbndcd	invstproceedscd	maintescrwaccntcd	actonbehalfcd	engageexcessbnftcd	awarexcessbnftcd	loantofficercd	grantoofficercd	dirbusnreltdcd	fmlybusnreltdcd	servasofficercd	recvnoncashcd	recvartcd	ceaseoperationscd	sellorexchcd	ownsepentcd	reltdorgcd	intincntrlcd	orgtrnsfrcd	conduct5percentcd	compltschocd	f1096cnt	fw2gcnt	wthldngrulescd	noemplyeesw3cnt	filerqrdrtnscd	unrelbusinccd	filedf990tcd	frgnacctcd	prohibtdtxshltrcd	prtynotifyorgcd	filedf8886tcd	solicitcntrbcd	exprstmntcd	providegoodscd	notfydnrvalcd	filedf8282cd	f8282cnt	fndsrcvdcd	premiumspaidcd	filedf8899cd	filedf1098ccd	excbushldngscd	s4966distribcd	distribtodonorcd	initiationfees	grsrcptspublicuse	grsincmembers	grsincother	filedlieuf1041cd	txexmptint	qualhlthplncd	qualhlthreqmntn	qualhlthonhnd	rcvdpdtngcd	filedf720cd	totreprtabled	totcomprelatede	totestcompf	noindiv100kcnt	nocontractor100kcnt	totcntrbgfts	prgmservcode2acd	totrev2acola	prgmservcode2bcd	totrev2bcola	prgmservcode2ccd	totrev2ccola	prgmservcode2dcd	totrev2dcola	prgmservcode2ecd	totrev2ecola	totrev2fcola	totprgmrevnue	invstmntinc	txexmptbndsproceeds	royaltsinc	grsrntsreal	grsrntsprsnl	rntlexpnsreal	rntlexpnsprsnl	rntlincreal	rntlincprsnl	netrntlinc	grsalesecur	grsalesothr	cstbasisecur	cstbasisothr	gnlsecur	gnlsothr	netgnls	grsincfndrsng	lessdirfndrsng	netincfndrsng	grsincgaming	lessdirgaming	netincgaming	grsalesinvent	lesscstofgoods	netincsales	miscrev11acd	miscrevtota	miscrev11bcd	miscrevtot11b	miscrev11ccd	miscrevtot11c	miscrevtot11d	miscrevtot11e	totrevenue	grntstogovt	grnsttoindiv	grntstofrgngovt	benifitsmembrs	compnsatncurrofcr	compnsatnandothr	othrsalwages	pensionplancontrb	othremplyeebenef	payrolltx	feesforsrvcmgmt	legalfees	accntingfees	feesforsrvclobby	profndraising	feesforsrvcinvstmgmt	feesforsrvcothr	advrtpromo	officexpns	infotech	royaltsexpns	occupancy	travel	travelofpublicoffcl	converconventmtng	interestamt	pymtoaffiliates	deprcatndepletn	insurance	othrexpnsa	othrexpnsb	othrexpnsc	othrexpnsd	othrexpnse	othrexpnsf	totfuncexpns	nonintcashend	svngstempinvend	pldgegrntrcvblend	accntsrcvblend	currfrmrcvblend	rcvbldisqualend	notesloansrcvblend	invntriesalesend	prepaidexpnsend	lndbldgsequipend	invstmntsend	invstmntsothrend	invstmntsprgmend	intangibleassetsend	othrassetsend	totassetsend	accntspayableend	grntspayableend	deferedrevnuend	txexmptbndsend	escrwaccntliabend	paybletoffcrsend	secrdmrtgsend	unsecurednotesend	othrliabend	totliabend	unrstrctnetasstsend	temprstrctnetasstsend	permrstrctnetasstsend	capitalstktrstend	paidinsurplusend	retainedearnend	totnetassetend	totnetliabastend	nonpfrea	totnooforgscnt	totsupport	gftgrntsrcvd170	txrevnuelevied170	srvcsval170	pubsuppsubtot170	exceeds2pct170	pubsupplesspct170	samepubsuppsubtot170	grsinc170	netincunreltd170	othrinc170	totsupp170	grsrcptsrelated170	totgftgrntrcvd509	grsrcptsadmissn509	grsrcptsactivities509	txrevnuelevied509	srvcsval509	pubsuppsubtot509	rcvdfrmdisqualsub509	exceeds1pct509	subtotpub509	pubsupplesub509	samepubsuppsubtot509	grsinc509	unreltxincls511tx509	subtotsuppinc509	netincunrelatd509	othrinc509	totsupp509
19193	Y	741873453	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	0	0	Y	5	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	78264	919634	47450	0	0	3628799	0	0	0	0	0	0	0	0	0	0	0	0	26987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3655786	0	0	0	0	78264	0	39935	2364	22623	9347	0	24	475	0	0	0	0	0	10369	406	0	17042	9078	0	0	0	0	58644	667	3453303	1519	0	0	0	0	3704060	0	1987487	0	382408	0	0	0	0	0	17531	0	0	0	0	0	2387426	1527923	0	487059	0	0	0	0	0	0	2014982	0	0	0	372444	0	0	372444	2387426	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19243	Y	912155317	201512	3	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	146	0	Y	351	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	5301165	0	228797	92	1	111898760	541700	3660	0	0	0	0	0	0	0	0	0	3660	239475	0	0	0	0	0	0	0	0	0	104524956	0	104124736	91044	400220	-91044	309176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112451071	0	0	0	0	3927902	0	24424868	1170212	3355106	2027180	0	94367	103725	60000	0	0	7411822	0	125773	1750545	0	10333160	987128	0	404719	0	0	5610705	0	4179579	556494	457047	300667	0	0	67280999	81345354	58185316	2250948	139028	0	0	0	286511	2072339	83524710	1090127	0	0	0	0	228894333	10449501	0	0	0	0	0	0	0	2136919	12586420	106892709	109415204	0	0	0	0	216307913	228894333	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19945	Y	364437722	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	4	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	900099	488144	0	0	0	0	0	0	0	0	0	488144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488144	0	0	0	0	0	0	222273	0	0	9554	0	1678	10725	0	0	0	0	0	1565	0	0	17797	0	0	0	0	0	566	3023	28389	21105	4566	537	0	509	322287	337887	0	0	289054	0	0	0	0	1482	2207	0	0	0	0	0	630630	55088	0	0	0	0	0	0	0	0	55088	575542	0	0	0	0	0	575542	630630	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20435	Y	522044704	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	60	0	N	154	Y	Y	Y	Y	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	3428592	0	247014	39	45	37195632	541900	1640115	541900	616980	0	0	0	0	0	0	0	2257095	104329	0	0	1226385	0	2870195	0	-1643810	0	-1643810	0	2218815	0	0	0	2218815	2218815	0	0	0	0	0	0	0	0	0	900099	-852021	0	0	0	0	0	-852021	39280040	0	0	500000	0	2024872	0	11381230	559160	1178106	772736	0	0	0	0	0	0	0	0	789223	0	0	2978880	928418	0	306375	0	0	593761	246595	24049145	1908763	2402354	351627	0	348347	51319592	500	14146490	319889	43884	0	0	0	0	2946881	3219428	11214126	0	0	0	758036	32649234	6550183	0	189859	0	0	0	0	0	1522892	8262934	3904939	20481361	0	0	0	0	24386300	32649234	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20753	Y	10544956	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	12	0	Y	7	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	76155	0	3926	0	0	537613	541700	217443	541700	23308	541700	12683	0	0	0	0	0	253434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108146	58988	49158	900099	4797	0	0	0	0	0	4797	845002	0	0	0	0	80477	0	68237	0	12341	12559	0	19924	2254	0	0	0	7337	549	9987	4430	0	95163	0	0	219	0	0	22254	13376	5104	4760	3273	0	0	5026	367270	28119	0	0	0	0	0	0	12442	0	231339	0	0	0	0	0	271900	75865	0	0	0	0	0	0	0	12566	88431	175119	8350	0	0	0	0	183469	271900	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24399	Y	611110645	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	3	0	Y	36	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	173176	0	11813	1	0	1210215	0	1603441	0	275207	0	2709	0	0	0	0	0	1881357	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3092326	0	0	0	0	157370	0	1557150	38438	110479	105822	0	0	23843	0	0	0	208717	2599	81385	22760	0	134413	0	0	42066	46	0	50427	64085	324839	18804	18556	0	0	0	2961799	534120	627257	0	0	0	0	0	0	0	195860	0	0	0	0	0	1357237	1035	0	0	0	0	0	0	0	0	1035	1049228	306974	0	0	0	0	1356202	1357237	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26080	Y	232324522	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	8	0	N	1	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	44000	0	0	0	0	0	0	0	0	0	0	0	0	93229	0	0	0	0	0	0	0	0	0	189811	61257	176260	0	13551	61257	74808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212037	0	0	0	0	0	0	20800	0	0	1915	0	48750	8651	0	0	24033	2500	1550	11582	0	0	4716	8698	0	5759	0	0	11318	4068	37881	24047	18352	17910	0	30392	282922	50335	61800	0	0	0	0	0	0	0	7693	3450738	0	0	0	3733	3574299	0	0	0	0	0	0	0	0	0	0	3574299	0	0	0	0	0	3574299	3574299	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26721	Y	720940152	201606	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	449405	621500	0	621110	220000	0	0	0	0	0	0	0	220000	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604053	500	80	0	0	0	149259	0	24047	0	0	6598	1334	12134	710	233	150	0	0	799098	403450	0	0	0	0	0	0	0	0	38397	0	0	0	0	31387	473234	0	0	0	0	0	0	0	0	0	0	473234	0	0	0	0	0	473234	473234	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28182	Y	202730511	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	25	0	0	0	0	0	0	2169	1250	309	30	0	0	4005	6948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6948	0	0	0	0	0	0	0	0	0	0	6948	0	0	0	0	0	6948	6948	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28333	Y	383075242	201512	3	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	0	0	N	8	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	96475	5183144	577571	1	0	0	541900	830798	0	0	0	0	0	0	0	0	0	830798	26702	0	0	0	0	0	0	0	0	0	0	0	866	0	-866	0	-866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	856634	0	0	0	0	115538	0	322362	13631	50019	31514	0	0	2235	0	0	0	0	0	17397	0	0	0	59320	0	0	0	0	16920	1505	43839	34783	4256	1090	0	0	714409	542165	481224	0	160063	0	0	0	0	0	2858	0	0	0	0	0	1186310	348126	0	0	0	0	0	0	0	0	348126	838184	0	0	0	0	0	838184	1186310	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28384	Y	461404597	201512	3	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	Y	0	0	N	201	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	1597109	0	215654	21	0	2154062	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2154129	0	0	0	0	0	0	11140368	0	0	0	0	6552	29627	0	0	0	0	0	0	0	0	3801076	0	0	0	0	0	360714	0	765	37	350	1525	0	0	15341014	12952	404910	122249687	0	0	0	0	0	0	2085188	0	0	0	0	0	124752737	0	0	0	0	0	0	0	0	29703990	29703990	-27200940	122249687	0	0	0	0	95048747	124752737	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28865	Y	330328688	201512	3	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	Y	94	0	Y	399	Y	Y	Y	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	2732061	0	470975	41	1	55660152	900099	5213453	0	0	0	0	0	0	0	0	0	5213453	206851	0	67280	0	0	0	0	0	0	0	4428961	0	4700965	0	-272004	0	-272004	0	0	0	0	0	0	0	0	0	900099	562688	561700	83170	5	36095	0	681953	61557685	3000	0	0	0	1429590	0	18920904	1940168	2385653	1389379	0	290524	190627	1185	9405	0	199407	207396	165947	986113	0	6352915	497213	0	178995	0	0	2020752	191296	8245061	5312203	1069659	709254	0	119265	52815911	2267	6369621	16253586	0	0	0	433509	0	396004	6501326	6841213	0	0	0	0	36797526	9357485	0	1121123	0	0	0	0	0	0	10478608	25562176	756742	0	0	0	0	26318918	36797526	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31588	Y	133184198	201512	3	Y	Y	N	N	N	N	N	N	N	Y	Y	Y	N	N	Y	Y	N	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	Y	N	N	N	Y	89	0	N	652	Y	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	6771432	0	661656	27	5	4949895	0	78083923	0	12281345	0	0	0	0	0	0	0	90365268	626143	0	0	0	0	0	0	0	0	0	546000	0	309592	0	236408	0	236408	112100	278905	-166805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96010909	0	0	0	0	5803681	0	34237766	488490	6263308	1486309	6164959	648997	258715	0	20000	172360	5261829	173216	20622456	452727	0	7500137	611387	0	0	296788	0	2465093	1109989	368418	270586	169871	577185	0	33923	95458190	8645886	2203825	2471265	16612135	0	0	0	800400	2590510	22476724	7986723	10492270	0	0	3528880	77808618	9194101	0	0	0	0	0	7998840	0	20965382	38158323	34313862	3924183	1412250	0	0	0	39650295	77808618	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33127	Y	911336518	201512	3	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	N	1	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	141796	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0	677000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681200	0	0	0	0	141796	0	0	0	0	9667	0	962	1513	0	0	0	0	0	2197	0	0	0	5352	0	0	0	0	1220	0	596347	0	0	0	0	0	759054	0	1330781	0	0	0	0	0	0	0	101	0	0	0	0	0	1330882	0	0	0	0	0	0	0	0	0	0	1330882	0	0	0	0	0	1330882	1330882	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34733	Y	860205678	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	6	0	N	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	0	0	0	0	0	11750	0	5217	0	0	0	0	0	0	0	0	0	5217	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13849	0	0	0	0	0	13849	31072	0	0	0	0	0	0	0	0	0	0	0	0	4050	0	0	0	0	0	1026	0	0	2769	8875	0	7033	0	0	0	0	63884	10437	10090	8344	0	18976	135484	2150	60605	0	0	0	0	0	0	0	0	420160	0	0	0	0	482915	0	0	0	0	0	0	0	0	0	0	172466	310449	0	0	0	0	482915	482915	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35172	Y	112673595	201512	3	Y	Y	N	N	N	N	N	N	N	Y	Y	N	N	Y	Y	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	183	0	Y	563	Y	Y	Y	Y	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	3691614	8976684	1838936	93	22	98697538	621300	924741	541900	1172244	0	0	0	0	0	0	0	2096985	686913	0	0	28992	0	14166	0	14826	0	14826	4431772	0	4315566	5024	116206	-5024	111182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101607444	0	0	0	0	1383767	0	49118935	3357313	9473559	3028637	2489315	38075	0	0	0	0	181115	135142	7882149	0	33582	3734585	988861	0	406049	0	0	5435480	37080	6527649	2500000	586742	223288	0	6833972	104395295	0	19667	9977730	340976	0	0	0	523	444393	56163978	23562855	0	0	0	46681749	137191871	18814658	0	0	0	0	0	0	0	1707430	20522088	27504452	47815869	41349462	0	0	0	116669783	137191871	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35450	Y	411426406	201512	3	Y	Y	N	N	N	N	N	N	N	Y	Y	Y	N	N	Y	Y	Y	N	N	N	Y	Y	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	71	0	N	108	Y	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	1197402	0	147312	12	3	4462732	541900	3349911	541900	55984	611600	42270	541900	11200	0	0	0	3459365	527456	0	0	0	0	0	0	0	0	0	3739571	0	2840862	0	898709	0	898709	81685	293112	-211427	0	0	0	0	0	0	900099	826623	0	0	0	0	0	826623	9963458	10000	0	87154	0	494561	0	4852939	303418	427599	421866	0	30040	29193	0	49000	75451	1773388	32646	180791	39334	0	557924	201039	0	0	0	0	94548	46759	136588	55965	2967	0	0	0	9903170	256679	1128747	2058561	1449652	0	0	0	0	31424	154442	17783839	3207960	0	0	0	26071304	1680544	0	39344	0	0	0	0	0	119245	1839133	5231100	5781685	13219386	0	0	0	24232171	26071304	5	0	0	28831202	0	0	28831202	1432762	27398440	28831202	2077861	515529	3987468	35412060	15520320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35915	Y	582086035	201512	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	0	0	Y	0	N	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	20850	0	0	0	0	0	453220	387	453220	5104	453220	8414	453220	271	0	0	0	14176	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65582	59277	6305	453220	234	0	0	0	0	0	234	20762	0	0	0	0	20850	0	0	0	0	0	0	0	400	0	0	0	0	0	839	0	0	0	0	0	0	0	0	0	0	2175	482	9000	172	0	19706	53624	27421	15447	0	0	0	0	0	21106	0	0	0	0	0	0	0	63974	0	0	0	0	0	0	0	0	0	0	63974	0	0	0	0	0	63974	63974	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36691	Y	203169071	201512	3	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	6	0	Y	0	N	N	N	N	N	N	N	N	N	Y	Y	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	120125	0	0	1	0	677476	0	0	0	0	0	0	0	0	0	0	0	0	18026	0	0	0	0	0	0	0	0	0	33092	0	0	0	33092	0	33092	57895	36873	21022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749616	54245	7652	0	0	120125	0	0	0	0	0	0	4202	2863	0	0	0	112562	0	2336	0	0	0	435	0	48274	0	0	0	750	88800	0	0	0	0	0	442244	693648	390876	7500	0	0	0	0	0	0	0	969587	0	0	0	0	2061611	22945	0	0	0	0	0	0	0	0	22945	2038666	0	0	0	0	0	2038666	2061611	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38194	Y	746053200	201512	3	Y	Y	N	N	N	N	N	Y	N	Y	Y	N	N	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N	N	N	Y	1	0	Y	226	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	3321050	0	215520	14	5	29598062	0	306100	0	243052	0	127325	0	7016	0	3466	2557	689516	1695029	0	0	0	0	0	0	0	0	0	5967620	0	4501144	0	1466476	0	1466476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33449083	0	0	0	0	2702915	0	14963702	666704	1964727	911997	1127594	537989	123738	0	0	0	1711258	45560	112294	0	0	4679347	102450	0	0	6253	0	2766102	456360	2956598	2635861	342396	0	0	0	38813845	1700415	0	11397847	7136	0	0	0	0	86330	31649046	46828579	5000000	0	0	7712047	104381400	2179109	0	2037813	0	0	0	0	0	3970466	8187388	77853715	18340297	0	0	0	0	96194012	104381400	5	0	0	85079010	0	0	85079010	0	85079010	85079010	3385439	0	0	88464449	689516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38418	Y	752562191	201512	3	Y	Y	N	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	Y	71	0	Y	70	Y	N	N	N	N	N	N	N	N	N	N	N	0	N	N	N	N	N	N	N	0	0	0	0	N	0	N	0	0	N	N	840517	5089577	1120002	6	1	320341	541711	764492	900099	308561	611430	307714	611430	73730	611430	-24663	0	1429834	0	0	0	0	0	0	0	0	0	0	0	0	0	1870	0	-1870	-1870	0	0	0	0	0	0	0	0	0	900099	89800	0	0	0	0	0	89800	1838105	0	0	0	0	211557	0	3393192	159552	491726	233003	202128	645	0	0	0	6536	616330	35476	70001	194811	0	447506	41213	0	72699	0	0	227175	12886	178524	130902	128684	97495	0	114809	7066850	-29874	0	0	347060	0	0	0	0	126999	1034857	0	-809468	0	0	0	669574	407177	0	0	0	0	0	0	0	53237867	53645044	-52998808	23338	0	0	0	0	-52975470	669574	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
